ISO3,Country / Territory,Year,Event Name,Date of Event (start),Disaster Internal Displacements,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,Name,Conflict Stock Displacement,Conflict Stock Displacement (Raw),Conflict Internal Displacements,Conflict Internal Displacements (Raw)
IDN,Indonesia,2014,Kampar district flood,2014-11-13,130.0,132.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Rokan hulu district flood,2014-12-19,150.0,153.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Tojo una-una district flood,2014-08-10,160.0,160.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Melawi district flood,2014-03-03,160.0,160.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Seluma flood,2014-11-07,160.0,163.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in kepulauan mentawai district,2014-12-23,160.0,165.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding causing landslide in riau province,2014-12-27,170.0,171.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Awu river overflown,2014-05-12,200.0,198.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,North maluku province earthquake,2014-11-21,200.0,200.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2014,North lombok district flood,2014-12-27,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in pidie jaya district,2014-11-22,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Strong wind in bireuen district,2014-08-27,220.0,215.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2014,Pasaman flash flood,2014-11-13,220.0,216.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Bogor district gale,2014-03-21,230.0,234.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2014,Cilacap flood,2014-04-16,240.0,235.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Kepulauan sangihe district landslide,2014-12-18,250.0,250.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in palu city and parigi moutong district,2014-01-17,250.0,250.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding and landslide in kebumen district (central java),2014-11-23,270.0,270.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Landslide in tapanuli tengah district,2014-11-27,280.0,285.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in lhokseumaw city,2014-08-18,380.0,375.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in north kolaka,2014-06-11,390.0,393.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Kebumen district flood,2014-11-25,400.0,400.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Riau province wildfires,2014-02-22,420.0,425.0,Weather related,Wildfire,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding and landslide in bogor district,2014-08-15,440.0,440.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Wonogiri and sukoharjo flood,2014-03-25,440.0,442.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in west papua province,2014-02-15,460.0,456.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,"Flooding causing landslides in boyolali, grobogan and purbalingga districts (central java)",2014-01-06,470.0,467.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in south sulawesi (june),2014-01-15,480.0,480.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in central sulawesi province,2014-07-10,500.0,499.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in wajo district (january),2014-06-03,520.0,515.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flood and landslides in sukabumi,2014-06-26,530.0,530.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Garut and bandung city districts gale,2014-12-16,590.0,589.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2014,Tanah bumbu district flood,2014-08-09,620.0,618.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Cimanuk river overflown,2014-03-28,630.0,631.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Kutai kartanegara flood,2014-05-12,640.0,643.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Jakarta city (east) flood (apr),2014-03-29,650.0,650.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding causing landslides in tanah datar and solok city,2014-11-24,680.0,676.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding and landslide in sumedang and garut (west java),2014-04-14,700.0,700.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,East nusa tenggara floods,2014-12-31,720.0,721.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in east lombok district,2014-01-20,910.0,912.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Kutai kartanegara and nunukan districts flood,2014-01-10,920.0,925.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Cianjur district landslide,2014-02-19,1000.0,1000.0,Geophysical,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in maluku tenggara district,2014-02-02,1000.0,1000.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Jambi province flood,2014-12-26,1000.0,1041.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Jakarta city (east) flood,2014-11-20,1100.0,1089.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Garut flood,2014-12-09,1100.0,1092.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Storm surge in east nusa tenggara province,2014-01-30,1100.0,1120.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2014,West java province flood (mar),2014-03-02,1200.0,1217.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,"Flooding causing landslides in cianjur, garut, and bogor districts (west java)",2014-12-22,1200.0,1239.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Bone bolango flood,2014-08-15,1200.0,1247.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in maluku province,2014-01-09,1400.0,1353.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Floods in south sumatera,2014-01-07,1400.0,1365.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Bolaang mongondow district flood,2014-03-16,1500.0,1530.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,East java floods,2014-12-16,1600.0,1631.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Tangerang city flood (feb),2014-01-29,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Banteng flood,2014-01-16,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in tapanuli tengah district,2014-01-06,2100.0,2106.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Banjarnegara and other landslides,2014-12-02,2200.0,2188.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2014,East java floods (late dec),2014-12-27,2300.0,2345.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Aceh tenggara district flood,2014-04-14,2500.0,2486.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Muko muko district flood,2014-11-13,2600.0,2640.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Pemalang flood,2014-02-01,3000.0,3000.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Pamekasan and pasuruan flood,2014-04-22,3500.0,3533.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Sidoarjo flood,2014-06-17,3900.0,3900.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in north sumatera province,2014-12-18,4400.0,4375.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Tangerang city flood (jan),2014-02-22,4600.0,4600.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Bogor and cianjur landslides,2014-01-28,5300.0,5279.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2014,South jakarta city flood (dec),2014-12-23,5800.0,5829.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in asahan district,2014-10-29,6100.0,6068.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding and landslides in garut and bandung districts (west java),2014-12-18,6100.0,6087.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Seasonal flooding and landslides in east java,2014-01-07,6800.0,6764.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Mt.sangeang api eruption,2014-05-30,7500.0,7463.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IDN,Indonesia,2014,"Jakarta city (east, south, west) flood (feb)",2014-02-23,7800.0,7779.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in lampung province,2014-01-06,9000.0,9030.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Barito river overflown,2014-12-27,15000.0,15401.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Mt sinabung eruption (june),2014-06-29,17000.0,17452.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IDN,Indonesia,2014,Central java floods,2014-12-19,22000.0,22086.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Mt sinabung eruption (feb),2014-02-01,32000.0,31739.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IDN,Indonesia,2014,Mt sinabung eruption (jan),2014-01-01,33000.0,33210.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding and landslides in north sulawesi,2014-01-15,40000.0,40000.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding in aceh province,2014-11-01,51000.0,50580.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,"Flooding in east aceh, north aceh and aceh tamiang districts",2014-12-17,78000.0,78474.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding  in jakarta city (jan),2014-01-12,81000.0,80600.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Mt. kelud eruption,2014-02-13,88000.0,87629.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IDN,Indonesia,2014,Seasonal flooding causing landslides in central java,2014-01-14,166000.0,165930.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2014,Flooding causing landslides in west java,2014-01-12,197000.0,196729.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Kangra,2014-08-16,70.0,70.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Chhattisgarh flood,2014-07-21,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Madhya pradesh flood,2014-07-21,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Assam floods (june),2014-06-25,9500.0,9528.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Vadodara flood,2014-09-10,22000.0,22289.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Tropical cyclone nilofar,2014-10-27,30000.0,30000.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2014,Uttar pradesh floods,2014-08-16,62000.0,62400.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Bihar floods,2014-08-19,116000.0,116129.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Flood risk evacuations in bihar (landslide in nepal),2014-08-02,130000.0,130000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Assam floods (july-august),2014-08-17,163000.0,163052.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Assam and meghalaya floods (sept-oct),2014-09-21,367000.0,367006.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Cyclone hudhud,2014-10-12,639000.0,639271.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2014,Jammu and kashmir floods,2014-09-02,812000.0,812000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2014,Odisha floods,2014-07-22,1074000.0,1073673.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2014,Mormori earthquake,2014-08-18,12000.0,12000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
ISR,Israel,2014,Jerusalem forest wildfire,2014-06-25,700.0,700.0,Weather related,Wildfire,Conflict-Violence,,,,,
ITA,Italy,2014,Northern and central italy floods,2014-10-13,1600.0,1600.0,Weather related,Flood,Conflict-Violence,,,,,
JPN,Japan,2014,Typhoon vongfong (locally: typhoon no.19),2014-10-12,14.0,14.0,Weather related,Storm,Conflict-Violence,,,,,
JPN,Japan,2014,Nagano earthquake,2014-11-22,130.0,129.0,Geophysical,Earthquake,Conflict-Violence,,,,,
JPN,Japan,2014,Typhoon phanfone,2014-10-05,50000.0,50000.0,Weather related,Storm,Conflict-Violence,,,,,
JPN,Japan,2014,Typhoon neoguri,2014-07-07,87000.0,87327.0,Weather related,Storm,Conflict-Violence,,,,,
JPN,Japan,2014,Typhoon halong,2014-08-08,570000.0,570000.0,Weather related,Storm,Conflict-Violence,,,,,
KEN,Kenya,2014,Jomvu mudslide,2014-12-04,300.0,300.0,Weather related,Mass Movement,Conflict-Violence,,,,,
KEN,Kenya,2014,Bura floods,2014-11-14,1100.0,1068.0,Weather related,Flood,Conflict-Violence,,,,,
KHM,Cambodia,2014,"Landslides in phnom penh, kandal, kampong cham, kratie, kampong thom",2014-08-02,82.0,82.0,Geophysical,Mass Movement,Conflict-Violence,,,,,
KHM,Cambodia,2014,Storm in the eastern provinces,2014-04-01,310.0,308.0,Weather related,Storm,Conflict-Violence,,,,,
KHM,Cambodia,2014,"Landslides in kandal, phnom penh, kampong cham,tbong kmom, kratie, kampong thom",2014-03-01,1500.0,1541.0,Geophysical,Mass Movement,Conflict-Violence,,,,,
KHM,Cambodia,2014,Wildfires in all cambodian provinces except kep,2014-01-01,2600.0,2631.0,Weather related,Wildfire,Conflict-Violence,,,,,
KHM,Cambodia,2014,Storm across cambodia,2014-08-01,27000.0,27324.0,Weather related,Storm,Conflict-Violence,,,,,
KHM,Cambodia,2014,Cambodian seasonal floods,2014-06-15,37000.0,36693.0,Weather related,Flood,Conflict-Violence,,,,,
KHM,Cambodia,2014,Mekong river overflown,2014-08-01,82000.0,82494.0,Weather related,Flood,Conflict-Violence,,,,,
LAO,Lao PDR,2014,"Floods in savanhnakhet, saravanh, champasak and luangphabang provinces",2014-07-20,790.0,793.0,Weather related,Flood,Conflict-Violence,,,,,
LBN,Lebanon,2014,Syrian refugees shifted from flooded camps and lebanese families flooded,2014-10-15,1300.0,1346.0,Weather related,Flood,Conflict-Violence,,,,,
LBR,Liberia,2014,Monrovia suburbs flood,2014-07-05,650.0,650.0,Weather related,Flood,Conflict-Violence,,,,,
LKA,Sri Lanka,2014,Aralaganwila flood,2014-01-16,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
LKA,Sri Lanka,2014,Koslanda landslide,2014-10-29,5700.0,5700.0,Weather related,Mass Movement,Conflict-Violence,,,,,
LKA,Sri Lanka,2014,Flood in the sabaragamuwa and western provinces,2014-06-07,26000.0,26000.0,Weather related,Flood,Conflict-Violence,,,,,
LKA,Sri Lanka,2014,Monsoon causing floods in the north-east,2014-12-01,120000.0,120000.0,Weather related,Flood,Conflict-Violence,,,,,
LSO,Lesotho,2014,Storm in the north-western districts,2014-11-11,2600.0,2600.0,Weather related,Storm,Conflict-Violence,,,,,
MAR,Morocco,2014,Floods in the south (morocco),2014-11-24,1700.0,1690.0,Weather related,Flood,Conflict-Violence,,,,,
MDG,Madagascar,2014,Tropical cyclone deliwe causing floods,2014-01-10,500.0,500.0,Weather related,Storm,Conflict-Violence,,,,,
MDG,Madagascar,2014,River imazy analavory overflown,2014-02-10,600.0,600.0,Weather related,Flood,Conflict-Violence,,,,,
MDG,Madagascar,2014,Tropical cyclone hellen,2014-03-31,1700.0,1736.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2014,Floods and mudslides in guerrero and oaxaca in the aftermath of tropical storm trudy,2014-10-18,2300.0,2300.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2014,Tropical storm boris,2014-06-02,16000.0,16000.0,Weather related,Storm,Conflict-Violence,,,,,
MHL,Marshall Islands,2014,King tides in the atolls,2014-03-03,1200.0,1246.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Mawlamyinegyun tornado in ayeyarwady state,2014-08-03,26.0,26.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,Thongwa gale,2014-08-03,29.0,29.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,River bank subsided in twantay,2014-09-14,60.0,60.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MMR,Myanmar,2014,Launglon flood,2014-07-13,87.0,87.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Kungyangon tornado,2014-07-19,100.0,103.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,River bank subsidence in magway,2014-07-28,120.0,118.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MMR,Myanmar,2014,Singu flood,2014-09-18,150.0,150.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Tornado in kyaikto,2014-08-03,190.0,194.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,River bank subsidence in hinthada in ayeyarwady state,2014-06-15,270.0,271.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MMR,Myanmar,2014,River bank subsidence in bhamo,2014-08-01,290.0,290.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MMR,Myanmar,2014,Bago east state tornado,2014-07-27,360.0,362.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,Palaw flood,2014-09-16,420.0,425.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,River bank subsidence in salin in magway state,2014-06-15,760.0,755.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MMR,Myanmar,2014,Shwedaung flood,2014-09-03,800.0,804.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Hlaingbwe flood,2014-07-19,960.0,957.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Kawhmu flood,2014-08-02,1200.0,1180.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Sagaing state flood,2014-08-30,1200.0,1225.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Hpakan flood,2014-08-24,3400.0,3402.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Tachileik flood,2014-09-06,4100.0,4109.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Typhoon kalmaegi (myanmar),2014-09-11,4900.0,4905.0,Weather related,Storm,Conflict-Violence,,,,,
MMR,Myanmar,2014,Rakhine state flood,2014-08-06,6500.0,6464.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Ayeyarwady state flood,2014-07-12,8900.0,8874.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Mon state flood,2014-08-03,10000.0,10242.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2014,Myanmar severe seasonal floods,2014-07-01,36000.0,36000.0,Weather related,Flood,Conflict-Violence,,,,,
MOZ,Mozambique,2014,Cabo delgado storm,2014-03-23,8200.0,8195.0,Weather related,Flood,Conflict-Violence,,,,,
MOZ,Mozambique,2014,Storms across the north-eastern and central regions,2014-01-01,13000.0,12900.0,Weather related,Storm,Conflict-Violence,,,,,
MWI,Malawi,2014,Karonga flood,2014-04-15,600.0,602.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,Cameron highland flash flood,2014-11-05,180.0,177.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,Western coast flood,2014-11-23,440.0,436.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,Bintulu flood,2014-01-22,790.0,790.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,Beaufort flood,2014-02-13,2400.0,2448.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,North-east states flood,2014-10-04,4800.0,4756.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2014,East coast floods,2014-12-16,247000.0,247104.0,Weather related,Flood,Conflict-Violence,,,,,
NAM,Namibia,2014,Zambezi flood,2014-03-01,63.0,63.0,Weather related,Flood,Conflict-Violence,,,,,
NAM,Namibia,2014,River kunene overflowing,2014-03-01,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
NER,Niger,2014,Niger rainy season,2014-07-01,47000.0,47484.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Makurdi flood,2014-10-01,110.0,110.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Calabar floods,2014-06-28,280.0,276.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Lugbe floods,2014-08-01,280.0,276.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Sokoto state flood/kalmalo river overflown,2014-07-26,500.0,500.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Katsina flood,2014-01-01,920.0,920.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2014,Ebonyi river flood,2014-09-01,920.0,920.0,Weather related,Flood,Conflict-Violence,,,,,
NIC,Nicaragua,2014,Jiquilillo earthquake (central america earthquake),2014-10-13,500.0,500.0,Geophysical,Earthquake,Conflict-Violence,,,,,
NIC,Nicaragua,2014,Southern territories flood,2014-07-13,830.0,834.0,Weather related,Flood,Conflict-Violence,,,,,
NIC,Nicaragua,2014,Managua lake/leon earthquake,2014-04-10,1600.0,1585.0,Geophysical,Earthquake,Conflict-Violence,,,,,
NIC,Nicaragua,2014,"Rivas, granada, rio san juan de nicaragua and chinandega floods (general october floods)",2014-10-09,32000.0,32000.0,Weather related,Flood,Conflict-Violence,,,,,
NOR,Norway,2014,Frøya fire,2014-01-29,180.0,180.0,Weather related,Wildfire,Conflict-Violence,,,,,
NOR,Norway,2014,Fires in sogn og fjordane and hordaland counties,2014-10-28,200.0,200.0,Weather related,Wildfire,Conflict-Violence,,,,,
NOR,Norway,2014,Lærdalsøyri fire,2014-01-18,300.0,300.0,Weather related,Wildfire,Conflict-Violence,,,,,
NPL,Nepal,2014,"Floods in siraha, dang, surkhet, banke, bardiya and kailali districts",2014-08-14,34000.0,34400.0,Weather related,Flood,Conflict-Violence,,,,,
NPL,Nepal,2014,Sindhupalanchok landslide,2014-08-02,40000.0,40000.0,Weather related,Mass Movement,Conflict-Violence,,,,,
PAK,Pakistan,2014,Hyderabad july flood,2014-07-26,6.0,6.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Mirpur district flood,2014-08-14,25.0,25.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Dadu district flood,2014-09-24,25.0,25.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Attock district flood,2014-04-05,31.0,31.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Bahawalpur september flood,2014-09-20,69.0,69.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Attock district hailstorm,2014-03-19,81.0,81.0,Weather related,Storm,Conflict-Violence,,,,,
PAK,Pakistan,2014,Badin flood caused by heavy rains,2014-09-24,110.0,113.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Punjab july floods 1,2014-07-01,130.0,132.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Bahawalpur august flood,2014-08-22,130.0,132.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Bahawalnagar flash flood,2014-06-04,140.0,144.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Punjab and sindh july floods,2014-07-14,180.0,176.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Dera bugti district flood,2014-09-24,220.0,220.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Sindh august floods,2014-08-02,410.0,409.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Punjab september floods,2014-09-05,430.0,428.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Punjab july floods 2,2014-07-27,440.0,441.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Loralai district flood,2014-09-01,470.0,466.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Balochistan may floods,2014-05-19,520.0,516.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Chagai earthquake,2014-01-19,560.0,560.0,Geophysical,Earthquake,Conflict-Violence,,,,,
PAK,Pakistan,2014,Floods caused by rains in the sindh province,2014-08-29,1300.0,1266.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,Ziarat earthquake,2014-10-29,11000.0,11365.0,Geophysical,Earthquake,Conflict-Violence,,,,,
PAK,Pakistan,2014,Jaffarabad flood,2014-09-30,14000.0,13822.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2014,September riverine floods,2014-09-01,740000.0,740150.0,Weather related,Flood,Conflict-Violence,,,,,
PAN,Panama,2014,Panama city flood,2014-11-25,3.0,3.0,Weather related,Flood,Conflict-Violence,,,,,
PAN,Panama,2014,Chiriqui flood,2014-01-01,120.0,116.0,Weather related,Flood,Conflict-Violence,,,,,
PAN,Panama,2014,Chiriquí viejo river overflown,2014-08-17,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2014,Tauli river overflown,2014-03-01,18.0,18.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2014,Cusco flood,2014-12-31,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2014,Huampal and pozuzo rivers overflown,2014-01-01,110.0,111.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2014,San martin floods,2014-12-09,360.0,362.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2014,Ubinas volcano,2014-09-01,420.0,421.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
PHL,Philippines,2014,"Mindanao, north cotabato and maguindanao province flood",2014-08-30,730.0,729.0,Weather related,Flood,Conflict-Violence,,,,,
PHL,Philippines,2014,Flood following caloy depression,2014-03-19,1600.0,1650.0,Weather related,Flood,Conflict-Violence,,,,,
